0	file:/Users/sur000e/workspace-mallet/sample-data/web/en/elizabeth_needham.txt	1.0723816576822368E-81	4.6800936617831476E-5	4.6817346507480284E-5	0.9996093144384312	2.8912820969377468E-58	3.1286205679368324E-5	3.1270606589592185E-5	3.128620567936598E-5	2.2122405638437216E-37	3.129845384283053E-5	4.15636977745982E-86	1.370105569462698E-77	3.128048355319525E-5	3.128016496748331E-5	3.130550163987809E-5	3.1297117719795746E-5	9.18753260613207E-84	4.676253877197003E-5	3.9213477112637244E-70	9.535581993443188E-89
1	file:/Users/sur000e/workspace-mallet/sample-data/web/en/equipartition_theorem.txt	5.98387705106068E-82	2.6114867648973777E-5	2.6124024348118762E-5	1.743576962690019E-5	1.613332013287284E-58	1.745766601269214E-5	1.7448961738923542E-5	1.745766601269083E-5	1.2344276355883493E-37	1.746450047351437E-5	2.3192494527385623E-86	7.645172981005627E-78	1.7454473073010167E-5	0.9892581789450409	1.7468433135986854E-5	1.74637549184307E-5	5.126632400308731E-84	0.010549930937969906	2.188107415915288E-70	5.320843549524774E-89
2	file:/Users/sur000e/workspace-mallet/sample-data/web/en/gunnhild.txt	7.105540326915934E-82	3.101003640757688E-5	3.1020909507822914E-5	2.070406245943755E-5	1.9157471958895404E-58	2.0730063269770177E-5	0.9997411496173003	2.0730063269768622E-5	1.4658181093105413E-37	2.0738178833738274E-5	2.753987151472383E-86	9.078242159596924E-78	2.0726271821269802E-5	2.0726060728175514E-5	2.0742848664276555E-5	2.073729352615796E-5	6.087607240394505E-84	3.09845942116683E-5	2.5982628571310582E-70	6.318222799657486E-89
3	file:/Users/sur000e/workspace-mallet/sample-data/web/en/hawes.txt	5.414105397184042E-82	2.362826720512144E-5	2.363655202344879E-5	1.5775573868838944E-5	1.4597140760170182E-58	0.9998027754076286	1.578750985687754E-5	1.5795385328779772E-5	1.1168881424606405E-37	1.5801569027227423E-5	2.098415604522195E-86	6.917216370869656E-78	1.579249641381537E-5	1.5792335570275185E-5	1.5805127230201162E-5	1.580089446226428E-5	4.63848570267167E-84	2.3608881384501565E-5	1.9797606249322076E-70	4.814204492043773E-89
4	file:/Users/sur000e/workspace-mallet/sample-data/web/en/hill.txt	5.742158864010156E-82	2.5059959867729274E-5	0.9997991413840942	1.6731453246720242E-5	1.5481616085422115E-58	1.6752465129934444E-5	1.6744112464538978E-5	1.6752465129933187E-5	1.1845630398465985E-37	1.675902351331302E-5	2.22556357512941E-86	7.336346891016233E-78	1.674940116877003E-5	1.674923057933886E-5	1.6762797316230898E-5	1.6758308074861362E-5	4.919542535509879E-84	2.503939941433167E-5	2.0997190093464898E-70	5.10590854243892E-89
5	file:/Users/sur000e/workspace-mallet/sample-data/web/en/shiloh.txt	3.8674535250925074E-82	1.687836098310967E-5	1.6884279070678028E-5	1.1268952909769973E-5	1.0427163741318031E-58	1.1283104813910925E-5	1.1277479134442165E-5	1.128310481391008E-5	7.978258025675064E-38	1.1287522010215848E-5	1.4989595198939967E-86	4.941169570001644E-78	1.1281041177622433E-5	1.1280926282386592E-5	0.9998591236755295	1.1287040148771855E-5	3.3134057366558022E-84	1.6864513125561098E-5	1.4142008043869522E-70	3.438926797205453E-89
6	file:/Users/sur000e/workspace-mallet/sample-data/web/en/sunderland_echo.txt	5.921559520937817E-82	2.5842901156767688E-5	2.5851962495852642E-5	1.7254189342133634E-5	1.5965303869372927E-58	1.7275857693714733E-5	1.7267244068339835E-5	1.727585769371344E-5	1.2215720102623518E-37	1.728262097882354E-5	2.2950962329447418E-86	7.565554316806324E-78	1.7272698006072053E-5	1.727252208696319E-5	1.7286512685606256E-5	1.728188318812924E-5	5.073242421485812E-84	0.9997928357506038	2.1653199407315875E-70	5.2654310092357355E-89
7	file:/Users/sur000e/workspace-mallet/sample-data/web/en/thespis.txt	5.98387705106068E-82	2.6114867648973777E-5	2.6124024348118762E-5	1.743576962690019E-5	1.613332013287284E-58	1.745766601269214E-5	1.7448961738923542E-5	1.745766601269083E-5	1.2344276355883493E-37	1.746450047351437E-5	2.3192494527385623E-86	7.645172981005627E-78	0.999782016619085	1.745429530255719E-5	1.7468433135986854E-5	1.74637549184307E-5	5.126632400308731E-84	2.6093441696094548E-5	2.188107415915288E-70	5.320843549524774E-89
8	file:/Users/sur000e/workspace-mallet/sample-data/web/en/thylacine.txt	4.407004631201571E-82	1.923307275369961E-5	1.923981647774242E-5	1.2841092294951571E-5	1.1881864539583965E-58	1.2857218540990432E-5	1.2850808019102678E-5	1.2857218540989468E-5	9.091310300161939E-38	1.286225198339547E-5	1.7080803953548525E-86	5.630515541367406E-78	1.2854867005381406E-5	1.2854736081032048E-5	1.2865148309904403E-5	0.9998394664770208	3.775661254039943E-84	1.9217292972002736E-5	1.611496933045423E-70	3.918693844235687E-89
9	file:/Users/sur000e/workspace-mallet/sample-data/web/en/uranus.txt	5.414105397184042E-82	2.362826720512144E-5	2.363655202344879E-5	1.5775573868838944E-5	1.4597140760170182E-58	1.5795385328780955E-5	1.578750985687754E-5	0.9998027754076286	1.1168881424606405E-37	1.5801569027227423E-5	2.098415604522195E-86	6.917216370869656E-78	1.579249641381537E-5	1.5792335570275185E-5	1.5805127230201162E-5	1.580089446226428E-5	4.63848570267167E-84	2.3608881384501565E-5	1.9797606249322076E-70	4.814204492043773E-89
